src_id,direction,geom_points,os_speed
osgb4000000025345644,1,"((-3.477728640427173, 50.64576274579349), (-3.4776485429677231, 50.645713201152894))",40.0
osgb4000000025345644,-1,"((-3.4778601532691842, 50.645550132594501), (-3.4777800558097343, 50.645500587953904))",40.0
osgb4000000025295323,1,"((-3.4822913800465756, 50.653284870703516), (-3.4823487805757054, 50.65286145221382))",40.0
osgb4000000025295323,-1,"((-3.4825391140148163, 50.653318454642822), (-3.4825965145439461, 50.652895036153126))",40.0
osgb4000000025351408,-1,"((-3.4823206805849116, 50.650240063748811), (-3.4821310421563716, 50.649872354453109))",40.0
osgb4000000025351408,1,"((-3.4820984892263072, 50.650354654325042), (-3.4819088507977671, 50.64998694502934))",40.0
osgb4000000025287948,1,"((-3.4848728329218384, 50.659477195680566), (-3.4846485677274481, 50.658952863554667))",40.0
osgb4000000025287948,-1,"((-3.4851026903188411, 50.659378882013954), (-3.4848784251244509, 50.658854549888055))",40.0
osgb4000000025305747,-1,"((-3.4825861940536238, 50.654791534415672), (-3.4825823222952739, 50.65476561985367))",40.0
osgb4000000025305747,1,"((-3.4823389384158396, 50.654828475579485), (-3.4823350666574897, 50.654802561017483))",40.0
osgb4000000025335490,1,"((-3.4865642215727122, 50.674584598676667), (-3.4864105353094819, 50.674199846153869))",40.0
osgb4000000025335490,-1,"((-3.4867963854013091, 50.674491862725219), (-3.4866426991380788, 50.674107110202421))",40.0
osgb4000000025287957,1,"((-3.4896622188942157, 50.682163642527435), (-3.4885920336529956, 50.68099919455284))",40.0
osgb4000000025287957,-1,"((-3.4898462888056558, 50.681994473181206), (-3.4887761035644358, 50.68083002520661))",40.0
osgb4000000025295348,-1,"((-3.4936078466829286, 50.685078864648275), (-3.4932460954425189, 50.684831687744776))",40.0
osgb4000000025295348,1,"((-3.4934668067496819, 50.685285281065333), (-3.4931050555092722, 50.685038104161833))",40.0
osgb4000000025287960,1,"((-3.5005061860819566, 50.687349461900787), (-3.5001639823836967, 50.687272928119889))",40.0
osgb4000000025287960,-1,"((-3.5005607505409788, 50.687105489115808), (-3.5002185468427189, 50.68702895533491))",40.0
osgb4000000025345685,-1,"((-3.4939284659074836, 50.685265877902062), (-3.4938421356194338, 50.685222018030359))",40.0
osgb4000000025345685,1,"((-3.4938152299102496, 50.685488762645662), (-3.4937288996221998, 50.685444902773959))",40.0
osgb4000000025387915,-1,"((-3.5790759462632384, 50.500146074946734), (-3.5790138716722684, 50.499976037619234))",40.0
osgb4000000025387915,1,"((-3.578841105808293, 50.50023180685865), (-3.5787790312173229, 50.50006176953115))",40.0
osgb4000000025387913,1,"((-3.6209134078834029, 50.512213384919633), (-3.6210486020952026, 50.512454331367131))",40.0
osgb4000000025387913,-1,"((-3.6206953833718316, 50.512335717713086), (-3.6208305775836314, 50.512576664160584))",40.0
osgb4000000025303573,-1,"((-3.6163588018696711, 50.53901475884004), (-3.6163440813895309, 50.53899697596534))",40.0
osgb4000000025303573,1,"((-3.6161662225373936, 50.539174174023692), (-3.6161515020572534, 50.539156391148992))",40.0
osgb4000000025393667,1,"((-3.7514513856004239, 50.655330814576836), (-3.751413288179744, 50.655303102541531))",40.0
osgb4000000025393667,-1,"((-3.7515984452548676, 50.655128642724108), (-3.7515603478341877, 50.655100930688803))",40.0
osgb4000000025393668,1,"((-3.7507553740710868, 50.655055512943839), (-3.7505409130260272, 50.65497103046134))",40.0
osgb4000000025393668,-1,"((-3.7508470031617751, 50.654822910042441), (-3.7506325421167155, 50.654738427559941))",40.0
osgb4000000025305236,-1,"((-3.7673692022869592, 50.663010068450419), (-3.7675170261357294, 50.663190170831221))",40.0
osgb4000000025305236,1,"((-3.7675624456158117, 50.662851458816867), (-3.7677102694645819, 50.66303156119767))",40.0
osgb4000000025398013,-1,"((-3.5370218909068001, 50.548451791333264), (-3.5369715855483501, 50.548464416966965))",40.0
osgb4000000025398013,1,"((-3.5370827484156502, 50.548694270948111), (-3.5370324430572002, 50.548706896581812))",40.0
osgb4000000025452956,-1,"((-3.509591050164572, 50.540860102564501), (-3.5095463875911821, 50.540565450553601))",40.0
osgb4000000025452956,1,"((-3.5093438735663915, 50.540897568940252), (-3.5092992109930017, 50.540602916929352))",40.0
osgb4000000025398014,-1,"((-3.5098170910047797, 50.542139570039105), (-3.5097271039763496, 50.541571679484704))",40.0
osgb4000000025398014,1,"((-3.5095701717419052, 50.542178696470344), (-3.5094801847134751, 50.541610805915944))",40.0
osgb4000000025286102,1,"((-3.6798086800019791, 50.585673123043172), (-3.6799089742333493, 50.585777782970872))",40.0
osgb4000000025286102,-1,"((-3.6796281787584806, 50.58584609500938), (-3.6797284729898507, 50.58595075493708))",40.0
osgb4000000025406126,1,"((-3.5818741911614915, 50.623303262945285), (-3.5816107425735715, 50.62326383392908))",40.0
osgb4000000025407096,-1,"((-3.4588249799010153, 50.585679159872463), (-3.4589634083301957, 50.585587491164759))",40.0
osgb4000000025407096,1,"((-3.4586869486148761, 50.585470719559552), (-3.4588253770440565, 50.585379050851849))",40.0
osgb4000000025413481,1,"((-3.46597006794169, 50.638830160835589), (-3.4658419994175698, 50.638804792418284))",40.0
osgb4000000025413481,-1,"((-3.4660186452627735, 50.638584925756781), (-3.4658905767386532, 50.638559557339477))",40.0
osgb4000000025414991,1,"((-3.482658469792018, 50.559783795441803), (-3.4823776237545578, 50.559832339190706))",40.0
osgb4000000025414991,-1,"((-3.4826158891267878, 50.559537448355464), (-3.4823350430893276, 50.559585992104367))",40.0
osgb4000000025435934,-1,"((-3.6197944196477447, 50.524897890908441), (-3.6198707968485047, 50.524760565052041))",40.0
osgb4000000025435934,1,"((-3.6195759378027081, 50.524776376780089), (-3.6196523150034681, 50.524639050923689))",40.0
osgb4000000025422707,-1,"((-3.5143516612653602, 50.692240671687969), (-3.5142947621475202, 50.692232417763769))",40.0
osgb4000000025422707,1,"((-3.5143157713104598, 50.692488082098293), (-3.5142588721926198, 50.692479828174093))",40.0
osgb4000000025424689,-1,"((-3.4464706447224502, 50.624666400878944), (-3.4463723597840805, 50.624227845237741))",40.0
osgb4000000025424689,1,"((-3.4462266959018493, 50.624721072379081), (-3.4461284109634795, 50.624282516737878))",40.0
osgb4000000025292523,-1,"((-3.7462998276676767, 50.51854117036342), (-3.7461976616878068, 50.518581511515315))",40.0
osgb4000000025333127,-1,"((-3.5873227801919909, 50.546780958955196), (-3.5871126647616212, 50.546828791905696))",40.0
osgb4000000025333127,1,"((-3.5873782731031882, 50.547024722235463), (-3.5871681576728185, 50.547072555185963))",40.0
osgb4000000025428292,-1,"((-3.6281069780835451, 50.544183024542207), (-3.6275135441202453, 50.544164342186811))",40.0
osgb4000000025428292,1,"((-3.6280991115367325, 50.544432900746436), (-3.6275056775734327, 50.54441421839104))",40.0
osgb4000000025428293,-1,"((-3.6275176605962076, 50.544164556779997), (-3.6268752722100075, 50.544117775949694))",40.0
osgb4000000025428293,1,"((-3.627499502859489, 50.544413896501254), (-3.6268571144732888, 50.544367115670951))",40.0
osgb4000000025292713,-1,"((-3.7160346287828574, 50.534545451960611), (-3.7160256218310876, 50.534548453754113))",40.0
osgb4000000025430349,-1,"((-3.6246225549694491, 50.505433187968428), (-3.624876178022129, 50.505015937345028))",40.0
osgb4000000025430349,1,"((-3.6244089245124265, 50.505303334097356), (-3.6246625475651064, 50.504886083473956))",40.0
osgb4000000025430351,-1,"((-3.6277809399898184, 50.502438186016313), (-3.6278077394742483, 50.502407619316408))",40.0
osgb4000000025430351,1,"((-3.6275929593333975, 50.502273373174546), (-3.6276197588178274, 50.502242806474641))",40.0
osgb4000000025293232,1,"((-3.6253091365663899, 50.504012920697157), (-3.62534446713846, 50.503987190917258))",40.0
osgb4000000025293232,-1,"((-3.6254563097214403, 50.504215009940893), (-3.6254916402935105, 50.504189280160993))",40.0
osgb4000000025420182,1,"((-3.6156914610980952, 50.528473668543249), (-3.6155562972434456, 50.528595609856552))",40.0
osgb4000000025420182,-1,"((-3.615523997084753, 50.52828804579616), (-3.6153888332301034, 50.528409987109463))",40.0
osgb4000000025343846,1,"((-3.6146806142899233, 50.53129659911734), (-3.6145554200922732, 50.531203767695743))",40.0
osgb4000000025343846,-1,"((-3.6148295195326843, 50.531095782711937), (-3.6147043253350342, 50.53100295129034))",40.0
osgb4000000025431917,-1,"((-3.6128990783541921, 50.528685702523532), (-3.6127368659735923, 50.528728421697529))",40.0
osgb4000000025431917,1,"((-3.6129627458704365, 50.528927459524205), (-3.6128005334898368, 50.528970178698202))",40.0
osgb4000000025431947,1,"((-3.6154811583749291, 50.52907450280096), (-3.6153920629164493, 50.529027173708656))",40.0
osgb4000000025431947,-1,"((-3.6155984416347806, 50.528853720924531), (-3.6155093461763008, 50.528806391832227))",40.0
osgb4000000025431930,1,"((-3.6163048359428052, 50.530149851345485), (-3.6164379524525354, 50.530081449664181))",40.0
osgb4000000025431930,-1,"((-3.6164190960050466, 50.530372212848846), (-3.6165522125147769, 50.530303811167542))",40.0
osgb4000000025431916,-1,"((-3.6167687021929456, 50.530009343562412), (-3.6167556310200255, 50.529864727345313))",40.0
osgb4000000025431916,1,"((-3.6165197171649814, 50.530031848136382), (-3.6165066459920614, 50.529887231919282))",40.0
osgb4000000025433442,1,"((-3.5415970918539417, 50.54785030340291), (-3.5415507005445317, 50.547845251806706))",40.0
osgb4000000025433442,-1,"((-3.5416241546323888, 50.547601772507399), (-3.5415777633229788, 50.547596720911194))",40.0
osgb4000000025303333,1,"((-3.6188915039810086, 50.52650589343849), (-3.6190162684139286, 50.52644120234239))",40.0
osgb4000000025303333,-1,"((-3.619006581067111, 50.526727833214679), (-3.6191313455000311, 50.526663142118579))",40.0
osgb4000000025435933,1,"((-3.6069513745694848, 50.529004187717156), (-3.6068946578608747, 50.528995977113354))",40.0
osgb4000000025435933,-1,"((-3.6069871924900601, 50.528756766868064), (-3.60693047578145, 50.528748556264262))",40.0
osgb4000000025435932,-1,"((-3.6162759349076317, 50.536049243103903), (-3.616297526339852, 50.535932025971704))",40.0
osgb4000000025435932,1,"((-3.6160300711630273, 50.536003954925654), (-3.6160516625952477, 50.535886737793454))",40.0
osgb4000000025317955,1,"((-3.5988066392051303, 50.542414171688129), (-3.5988885440064404, 50.542332104071924))",40.0
osgb4000000025317955,-1,"((-3.5989835913419794, 50.542590772767582), (-3.5990654961432895, 50.542508705151377))",40.0
osgb4000000025333347,1,"((-3.5076375596494929, 50.548051962295901), (-3.5070433501862825, 50.548084379556101))",40.0
osgb4000000025333347,-1,"((-3.5076239410822052, 50.54780233350224), (-3.5070297316189949, 50.547834750762441))",40.0
osgb4000000025283083,-1,"((-3.465192022602261, 50.638435252423029), (-3.4645411070508314, 50.638289291506034))",40.0
osgb4000000025283083,1,"((-3.4651373211682328, 50.638679194533204), (-3.4644864056168032, 50.638533233616208))",40.0
osgb4000000025315322,-1,"((-3.7141764061250955, 50.535790703308599), (-3.7133006993553352, 50.535638255849896))",40.0
osgb4000000025315322,1,"((-3.7141335297107321, 50.536036999092346), (-3.7132578229409718, 50.535884551633643))",40.0
osgb4000000025333297,1,"((-3.509382393027233, 50.547601091929209), (-3.509042556159593, 50.547744087992008))",40.0
osgb4000000025333297,-1,"((-3.5092854324270784, 50.547370660503361), (-3.5089455955594384, 50.54751365656616))",40.0
osgb4000000025318655,1,"((-3.4660344358570545, 50.581340295141842), (-3.4658326733308944, 50.581390248700046))",40.0
osgb4000000025318655,-1,"((-3.4659743534812302, 50.581097622300106), (-3.4657725909550701, 50.58114757585831))",40.0
osgb4000000025304036,-1,"((-3.4561882066085805, 50.588904935287154), (-3.4561707562810904, 50.588797232267751))",40.0
osgb4000000025304036,1,"((-3.4559414248009794, 50.588944919527016), (-3.4559239744734893, 50.588837216507613))",40.0
osgb4000000025286464,1,"((-3.4648972784413381, 50.606130916058312), (-3.4648595628961378, 50.60590310160071))",40.0
osgb4000000025286464,-1,"((-3.4651439212887416, 50.606090083401959), (-3.4651062057435413, 50.605862268944357))",40.0
osgb4000000025342341,1,"((-3.7134219806589028, 50.535411728682291), (-3.7134147275210232, 50.535446002612289))",40.0
osgb4000000025446100,1,"((-3.6573637057144741, 50.537345156660891), (-3.6571812866704541, 50.537374734910792))",40.0
osgb4000000025446100,-1,"((-3.6573236921649004, 50.537098379603911), (-3.6571412731208803, 50.537127957853812))",40.0
osgb4000000025292749,-1,"((-3.661918015151771, 50.535941184137222), (-3.6614436254280109, 50.536057679470424))",40.0
osgb4000000025292749,1,"((-3.6619776359865934, 50.536183970784414), (-3.6615032462628334, 50.536300466117616))",40.0
osgb4000000025446101,-1,"((-3.6485362131181223, 50.559966375322141), (-3.648333936074712, 50.559785994083242))",40.0
osgb4000000025446101,1,"((-3.648369823800242, 50.560152962017533), (-3.6481675467568317, 50.559972580778634))",40.0
osgb4000000025303767,1,"((-3.5094801846728831, 50.541610805659772), (-3.5094464423981231, 50.541397862374474))",40.0
osgb4000000025303767,-1,"((-3.509727104003411, 50.541571679655483), (-3.509693361728651, 50.541358736370185))",40.0
osgb4000000025453199,1,"((-3.7318483272426275, 50.638414270104839), (-3.7318543722957478, 50.638420979390737))",40.0
osgb4000000025453199,-1,"((-3.7316625959014145, 50.638581613670269), (-3.7316686409545348, 50.638588322956167))",40.0
osgb4000000025282922,-1,"((-3.7172432612026731, 50.628009757851508), (-3.7176535202593031, 50.628325364160013))",40.0
osgb4000000025282922,1,"((-3.7173956956955401, 50.627811607087231), (-3.71780595475217, 50.628127213395736))",40.0
osgb4000000025453198,1,"((-3.7255435368023222, 50.63250930673162), (-3.7255985820511723, 50.632575601536118))",40.0
osgb4000000025453198,-1,"((-3.7253511958139187, 50.632669009405923), (-3.7254062410627689, 50.632735304210421))",40.0
osgb4000000025453196,-1,"((-3.726127805576064, 50.633489427407611), (-3.7262490531119541, 50.633613019187415))",40.0
osgb4000000025453196,1,"((-3.726306266661529, 50.633314351307085), (-3.726427514197419, 50.633437943086889))",40.0
osgb4000000025453195,-1,"((-3.7298762811582518, 50.636335053951328), (-3.7299238196740916, 50.63637763408483))",40.0
osgb4000000025453195,1,"((-3.7300430792130479, 50.636148832553751), (-3.7300906177288877, 50.636191412687253))",40.0
osgb4000000025332910,1,"((-3.6125406851241966, 50.529037909470873), (-3.6121925985590067, 50.529126705009176))",40.0
osgb4000000025332910,-1,"((-3.6124788900309355, 50.52879566709958), (-3.6121308034657456, 50.528884462637883))",40.0
osgb4000000025457557,1,"((-3.4492551505365556, 50.630378766401186), (-3.4490291243802056, 50.630140439411583))",40.0
osgb4000000025457557,-1,"((-3.4494365464569459, 50.63020673291588), (-3.4492105203005958, 50.629968405926277))",40.0
osgb4000000025458194,-1,"((-3.5928846746238032, 50.524942030322364), (-3.5929051390904134, 50.52504697579257))",40.0
osgb4000000025317828,1,"((-3.6162359409900704, 50.528025619159052), (-3.6160164445633503, 50.52820853977115))",40.0
osgb4000000025317828,-1,"((-3.6160758913152362, 50.527833566818302), (-3.6158563948885161, 50.528016487430399))",40.0
osgb4000000025431915,-1,"((-3.6147889418159713, 50.530856958762527), (-3.6149757774049309, 50.530791411087428))",40.0
osgb4000000025431915,1,"((-3.6147061796368938, 50.530621055346458), (-3.6148930152258534, 50.530555507671359))",40.0
osgb4000000025458316,-1,"((-3.5093338375846019, 50.526312549062133), (-3.509631802802712, 50.525481276750533))",40.0
osgb4000000025458316,1,"((-3.5090984993105971, 50.526228193287061), (-3.5093964645287072, 50.52539692097546))",40.0
osgb4000000025458318,1,"((-3.5067783202821858, 50.548083720168933), (-3.5066156816547256, 50.548079116012332))",40.0
osgb4000000025458318,-1,"((-3.5067853947282761, 50.547833820284552), (-3.5066227561008159, 50.547829216127951))",40.0
osgb4000000025458317,-1,"((-3.4923677710458669, 50.548730257657809), (-3.492368338860357, 50.548748237422103))",40.0
osgb4000000025458317,1,"((-3.4926176464710492, 50.548722366403794), (-3.4926182142855393, 50.548740346168088))",40.0
osgb4000000025333887,1,"((-3.4463234239195435, 50.622911920029161), (-3.4465359020485336, 50.622350675361361))",40.0
osgb4000000025333887,-1,"((-3.4465572295844709, 50.623000435062053), (-3.4467697077134609, 50.622439190394253))",40.0
osgb4000000025459188,-1,"((-3.4476460380033962, 50.619127399460069), (-3.4476820133059762, 50.619085924507566))",40.0
osgb4000000025459188,1,"((-3.4474571841320807, 50.618963587936399), (-3.4474931594346607, 50.618922112983896))",40.0
osgb4000000025302212,1,"((-3.6829156775075513, 50.600797343316174), (-3.6829602937665413, 50.600859653812975))",40.0
osgb4000000025302212,-1,"((-3.6827124120834989, 50.600942887699048), (-3.6827570283424889, 50.60100519819585))",40.0
osgb4000000025465219,-1,"((-3.6525791711388518, 50.725674072620095), (-3.6526032465225922, 50.725845658108192))",40.0
osgb4000000025465219,1,"((-3.6528267459814221, 50.725639335070866), (-3.6528508213651625, 50.725810920558963))",40.0
osgb4000000025465606,1,"((-3.484917267772401, 50.659581086219063), (-3.4848728325445508, 50.659477194798463))",40.0
osgb4000000025465606,-1,"((-3.4851471257982163, 50.659482774022621), (-3.4851026905703661, 50.65937888260202))",40.0
osgb4000000025465951,1,"((-3.6580120506507234, 50.568730625536162), (-3.6580926286112136, 50.568801040372961))",40.0
osgb4000000025465951,-1,"((-3.6578475447811174, 50.568918874889057), (-3.6579281227416076, 50.568989289725856))",40.0
osgb4000000025444162,-1,"((-3.4959103217309755, 50.547891756962365), (-3.4960508446028853, 50.547871964092565))",40.0
osgb4000000025444162,1,"((-3.4958754530181873, 50.547644200558956), (-3.496015975890097, 50.547624407689156))",40.0
osgb4000000025466029,1,"((-3.6403374393481349, 50.478815938586159), (-3.6403509045069051, 50.47879776125216))",40.0
osgb4000000025466029,-1,"((-3.6405383261783433, 50.47896474880573), (-3.6405517913371135, 50.478946571471731))",40.0
osgb4000000025466030,1,"((-3.6290841962385532, 50.490662903296339), (-3.629379176999723, 50.490220598914036))",40.0
osgb4000000025466030,-1,"((-3.6292921846807817, 50.490801614535613), (-3.6295871654419516, 50.490359310153309))",40.0
osgb4000000025467223,1,"((-3.7147645138093144, 50.536169679479741), (-3.7146865740395945, 50.536153316907843))",40.0
osgb5000005100776043,1,"((-3.4636742303297363, 50.599912054524694), (-3.4636256989145062, 50.599713271312694))",40.0
osgb5000005100776043,-1,"((-3.4639170969906927, 50.599852760469375), (-3.4638685655754626, 50.599653977257375))",40.0
osgb5000005100776030,1,"((-3.4628864089691809, 50.597828963671297), (-3.4630892402460209, 50.598093583471801))",40.0
osgb5000005100776030,-1,"((-3.4626879914844459, 50.59798105082313), (-3.462890822761286, 50.598245670623633))",40.0
osgb4000000025282531,-1,"((-3.6580718119679512, 50.569089146510208), (-3.6580728933622608, 50.569092998369506))",40.0
osgb4000000025282531,1,"((-3.6583125062905988, 50.569021572528193), (-3.6583135876849084, 50.56902542438749))",40.0
osgb4000000025317993,-1,"((-3.5957013280399366, 50.542794763001289), (-3.5960861636495762, 50.542906403856193))",40.0
osgb4000000025317993,1,"((-3.5957709813253205, 50.542554662147822), (-3.5961558169349601, 50.542666303002726))",40.0
osgb5000005104789057,-1,"((-3.5469129175941618, 50.549400773132575), (-3.5463782250407716, 50.549159294768174))",40.0
osgb5000005104789057,1,"((-3.5468100193888081, 50.549628615093887), (-3.5462753268354179, 50.549387136729486))",40.0
osgb5000005116502166,1,"((-3.6082754521438014, 50.52908599530096), (-3.6081692202225217, 50.52907722836526))",40.0
osgb5000005116502166,-1,"((-3.6082960138383653, 50.528836842302354), (-3.6081897819170856, 50.528828075366654))",40.0
osgb4000000025295297,1,"((-3.506012494907448, 50.690443246651576), (-3.505954447859958, 50.690399030245075))",40.0
osgb4000000025295297,-1,"((-3.5061639842165175, 50.690244372346456), (-3.5061059371690275, 50.690200155939955))",40.0
osgb4000000025293363,-1,"((-3.617008595154271, 50.534599419785486), (-3.6171352275329309, 50.534588666890286))",40.0
osgb4000000025293363,1,"((-3.6169874427104935, 50.53435031624452), (-3.6171140750891535, 50.53433956334932))",40.0
osgb4000000025435945,1,"((-3.6143773682315894, 50.531108502268843), (-3.6142916714900495, 50.531065334220145))",40.0
osgb4000000025435945,-1,"((-3.6144898374403067, 50.530885229616935), (-3.6144041406987668, 50.530842061568237))",40.0
osgb4000000025436099,-1,"((-3.6175513008454465, 50.541000743993507), (-3.6174761553193266, 50.540866883618811))",40.0
osgb4000000025436099,1,"((-3.6173333020086798, 50.541123122533982), (-3.6172581564825599, 50.540989262159286))",40.0
osgb4000000025286328,1,"((-3.6342518697650128, 50.547789598346284), (-3.6340657098927829, 50.547657046424185))",40.0
osgb4000000025286328,-1,"((-3.6343968753378078, 50.547585948195639), (-3.6342107154655778, 50.547453396273539))",40.0
osgb4000000025292831,-1,"((-3.6815369377296867, 50.598146855618879), (-3.6815552264424167, 50.598263508430477))",40.0
osgb4000000025292831,1,"((-3.6817839207765197, 50.598108133860435), (-3.6818022094892497, 50.598224786672034))",40.0
osgb4000000025305205,-1,"((-3.7562412236213718, 50.657947300185164), (-3.7563806291036621, 50.657961018177758))",40.0
osgb4000000025305205,1,"((-3.7562657062554918, 50.657698501872012), (-3.7564051117377821, 50.657712219864607))",40.0
osgb4000000025305204,1,"((-3.7608886079547537, 50.658002110345208), (-3.7612402861070038, 50.658040466933805))",40.0
osgb4000000025305204,-1,"((-3.7608615018742477, 50.6582506365217), (-3.7612131800264978, 50.658288993110297))",40.0
osgb4000000025294811,-1,"((-3.7487743284238113, 50.653709202692099), (-3.7486192061324313, 50.653679496094597))",40.0
osgb4000000025294811,1,"((-3.7487273068001077, 50.653954740809105), (-3.7485721845087276, 50.653925034211603))",40.0
osgb4000000025287510,1,"((-3.7459788554405935, 50.652642583855844), (-3.7457409260126635, 50.652486252853542))",40.0
osgb4000000025287510,-1,"((-3.7461161360381037, 50.652433648369275), (-3.7458782066101737, 50.652277317366973))",40.0
osgb4000000025293251,1,"((-3.5753550922930062, 50.491040955306552), (-3.5753544941272661, 50.491022976061551))",40.0
osgb4000000025293251,-1,"((-3.5756049540478791, 50.491032642457959), (-3.5756043558821391, 50.491014663212958))",40.0
osgb4000000025303253,-1,"((-3.6297284946796031, 50.490147379391573), (-3.6300241373052633, 50.489704057252872))",40.0
osgb4000000025303253,1,"((-3.6295205025783699, 50.490008673638897), (-3.6298161452040301, 50.489565351500197))",40.0
osgb4000000025293262,-1,"((-3.6234641878867793, 50.507345704055005), (-3.6234631733986293, 50.507347786756505))",40.0
osgb4000000025293262,1,"((-3.6236889422070062, 50.507455182342987), (-3.6236879277188563, 50.507457265044486))",40.0
osgb4000000025282559,1,"((-3.6282852794743081, 50.500600611250775), (-3.6284534551101881, 50.500319210170375))",40.0
osgb4000000025282559,-1,"((-3.6284998761191445, 50.500728862098825), (-3.6286680517550245, 50.500447461018425))",40.0
osgb4000000025293584,1,"((-3.4599553319481116, 50.584523571418615), (-3.4604790753326617, 50.584074291738617))",40.0
osgb4000000025293584,-1,"((-3.460118104293342, 50.584713321685086), (-3.4606418476778922, 50.584264042005088))",40.0
osgb4000000025293475,-1,"((-3.4922213053506921, 50.551154761937326), (-3.492196775567582, 50.551271992120526))",40.0
osgb4000000025293475,1,"((-3.4924660058389123, 50.55120596419377), (-3.4924414760558022, 50.55132319437697))",40.0
osgb4000000025318169,-1,"((-3.5387470062608322, 50.548107224928508), (-3.538210551428802, 50.548213171985608))",40.0
osgb4000000025318169,1,"((-3.5387954443599519, 50.548352487543987), (-3.5382589895279217, 50.548458434601088))",40.0
osgb4000000025282510,-1,"((-3.6567133022763332, 50.537174985547708), (-3.656584013502993, 50.537189236936108))",40.0
osgb4000000025282510,1,"((-3.6567406936512001, 50.537423480442186), (-3.65661140487786, 50.537437731830586))",40.0
osgb4000000025303659,1,"((-3.5900663487057893, 50.546093331200481), (-3.5898424836520393, 50.546137543543878))",40.0
osgb4000000025303659,-1,"((-3.5900179104462406, 50.545848068616678), (-3.5897940453924906, 50.545892280960075))",40.0
osgb4000000025345637,-1,"((-3.449210512294036, 50.629968397484966), (-3.449200546057356, 50.629957891312465))",40.0
osgb4000000025345637,1,"((-3.4490291363900458, 50.630140452073547), (-3.4490191701533659, 50.630129945901047))",40.0
osgb4000000025303351,1,"((-3.6047504891519186, 50.528599848153931), (-3.6045086080900788, 50.528540227377427))",40.0
osgb4000000025303351,-1,"((-3.6048103203851376, 50.528357113270715), (-3.6045684393232977, 50.528297492494211))",40.0
osgb4000000021059310,1,"((-3.4466824818288493, 50.788493852808578), (-3.446469447137579, 50.788946152134976))",70.0
osgb4000000020916747,-1,"((-3.4462021417581532, 50.788312139776366), (-3.4461929825778328, 50.788328414042169))",70.0
osgb4000000021059559,1,"((-3.4253354200177588, 50.810552985932915), (-3.4253632499973587, 50.810534659624921))",70.0
osgb4000000021612381,1,"((-3.3993825035543246, 50.829242095340199), (-3.3994583289281546, 50.829121982813))",70.0
osgb4000000021612381,1,"((-3.3993825035543246, 50.829242095340199), (-3.3994583289281546, 50.829121982813))",70.0
osgb4000000020914599,1,"((-3.4436249936951686, 50.797159579869849), (-3.4433859294166687, 50.797504277393351))",70.0
osgb4000000021612380,-1,"((-3.3998415916208882, 50.829439756235423), (-3.3999951997721984, 50.829187168860521))",70.0
osgb4000000021612380,-1,"((-3.3998415916208882, 50.829439756235423), (-3.3999951997721984, 50.829187168860521))",70.0
osgb4000000025283091,1,"((-3.4665517186636223, 50.707649540210006), (-3.4668589592880523, 50.707244105696205))",70.0
osgb4000000025283091,1,"((-3.4665517186636223, 50.707649540210006), (-3.4668589592880523, 50.707244105696205))",70.0
osgb4000000025305875,1,"((-3.4656076779538094, 50.708975644885001), (-3.4660993510701594, 50.708324103306296))",70.0
osgb4000000025295390,-1,"((-3.465642961531894, 50.709012443411474), (-3.4644975034515739, 50.710818662009274))",70.0
osgb4000000025306324,-1,"((-3.4638333154145711, 50.711827717633646), (-3.4638063986707008, 50.711873022039143))",70.0
osgb4000000025295586,-1,"((-3.4631046077658936, 50.713140227214417), (-3.4627458267210134, 50.71390016475052))",70.0
osgb4000000025295601,1,"((-3.4621259234744235, 50.728728251993005), (-3.4621148523184435, 50.72836135888241))",70.0
osgb4000000025283127,-1,"((-3.4620120771162717, 50.716351272864962), (-3.4620029411957818, 50.716438684997364))",70.0
osgb4000000025346436,1,"((-3.462132810931688, 50.728928898601019), (-3.462127385027288, 50.728776504325815))",70.0
osgb4000000025351937,1,"((-3.4621358051464601, 50.729025094607636), (-3.46213530822487, 50.729009137846631))",70.0
osgb4000000025295610,1,"((-3.4615225277324915, 50.735353267471993), (-3.4616897955580317, 50.734581124814795))",70.0
osgb4000000025288075,1,"((-3.460233130518513, 50.738924990958601), (-3.4608672482728631, 50.737442156646303))",70.0
osgb4000000025288082,1,"((-3.4565869949741459, 50.746825574322067), (-3.4566375320149358, 50.746627092261065))",70.0
osgb4000000025288081,1,"((-3.4607510534337118, 50.739162091387399), (-3.4604850573854917, 50.739723003644997))",70.0
osgb4000000025288081,1,"((-3.4607510534337118, 50.739162091387399), (-3.4604850573854917, 50.739723003644997))",70.0
osgb4000000025288085,-1,"((-3.4563809608861646, 50.750596517758083), (-3.4563823194464245, 50.750569952859387))",70.0
osgb4000000025288084,1,"((-3.4558672277963232, 50.750770230439649), (-3.455865553967163, 50.750716292144453))",70.0
osgb4000000025283141,-1,"((-3.4588023220450692, 50.763022827078295), (-3.4587933335984089, 50.763001445825893))",70.0
osgb4000000025283140,1,"((-3.4583278785549383, 50.763147643249738), (-3.458239040012268, 50.762878959006137))",70.0
osgb4000000025281743,1,"((-3.4461532446504317, 50.788298002122275), (-3.4463128809175414, 50.787954282859282))",70.0
osgb4000000025281744,-1,"((-3.4466394899389843, 50.788467420520377), (-3.4466429433103141, 50.788458879166576))",70.0
